Date,Aceh,Bali,Banten,Bengkulu,DI Yogyakarta,DKI Jakarta,Gorontalo,Jambi,Jawa Barat,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Kepulauan Bangka Belitung,Kepulauan Riau,Lampung,Maluku Utara,Maluku,Nusa Tenggara Barat,Nusa Tenggara Timur,Papua Barat,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Tengah,Sulawesi Tenggara,Sulawesi Utara,Sumatera Barat,Sumatera Selatan,Sumatera Utara
04/05/2022,9880,10000,10130,9640,9110,9930,9790,9310,9160,9180,9040,10320,9230,9550,10230,10300,10920,11230,9190,10980,12130,9440,9740,11570,11250,10300,9490,8730,11160,10080,11330,9860,9340,9440
05/05/2022,9920,10000,10190,9730,9090,9940,9710,9310,9200,9060,8980,10270,9390,9550,9960,10300,10950,11200,9100,11170,12130,9360,10010,11490,11230,10690,9140,8730,10930,10080,11330,9730,9280,9460
06/05/2022,9920,10000,10260,9690,9110,9950,9710,9310,9160,8980,9040,10300,9270,9550,10350,10300,10810,11200,9100,11170,12150,9490,9920,11490,11250,10650,9140,8790,11100,9970,11310,9730,9310,9490
07/05/2022,9870,10000,10440,9690,9240,9940,9710,9310,9140,9010,8970,10300,9200,9550,10350,10300,10810,10920,9070,11080,12350,9440,9820,11490,11170,10740,9140,8690,11100,10080,11330,9680,9470,9490
08/05/2022,10020,10000,10350,9640,8980,9950,9710,9310,9120,9100,9050,10410,9100,9510,10350,10300,10810,11230,9010,10980,12250,9440,9760,11490,11170,10660,9140,8690,10840,10080,11330,9780,9260,9490
09/05/2022,9970,10120,9950,9640,9090,9950,9710,9310,9110,9060,8950,10220,9090,9550,10350,10300,10620,11200,9070,11080,12270,9430,9920,11490,11170,10570,9140,8620,11200,10100,11290,9730,9220,9490
10/05/2022,9870,10110,10610,9690,9090,9950,9680,9310,9140,9060,9060,10290,9100,9510,10350,10300,10950,11070,8980,11250,12120,9490,10040,11550,11170,10410,9140,8640,11200,10130,11170,9730,9190,9450
11/05/2022,9930,10210,10180,9690,9190,9950,9680,9310,9120,9140,9070,10290,9100,9580,10390,10300,10810,11070,8980,11170,12260,9490,10020,11550,11170,10610,9140,8620,11100,10130,11270,9730,9210,9400
12/05/2022,9960,10280,10180,9690,9190,9950,9680,9310,9140,8990,8920,10290,9150,9580,10350,10300,10910,11070,8980,11090,12260,9490,10080,11420,11170,10660,9140,8620,11020,10280,11140,9690,9240,9420
13/05/2022,9930,10210,10180,9690,9190,9950,9680,9120,9100,9030,8990,10290,9030,9580,10350,10310,10890,11070,8980,11170,12260,9490,10020,11420,11170,10380,9140,8620,11100,10170,11140,9730,9220,9420
14/05/2022,9930,10270,9970,9690,9190,10260,9680,9120,9140,9080,8940,10290,9030,9510,10350,10300,10910,10780,9060,11170,12230,9430,10140,11330,11170,10400,9140,8620,11120,10220,11140,9690,9220,9400
15/05/2022,9920,10270,10360,9690,9190,10260,9680,9120,9070,9170,8960,10290,9030,9490,9960,10300,10910,11070,9070,11090,12240,9390,10080,11480,11170,10730,9140,8620,10930,10140,11010,9660,9180,9320
16/05/2022,9920,10270,9960,9690,9370,10260,9680,9120,9100,9060,9040,10290,9170,9510,9960,10300,10910,11070,9130,10980,12370,9490,10080,11420,11390,10380,9140,8620,11100,10170,11010,9690,9220,9320
17/05/2022,9930,10180,10010,9690,9370,10260,9680,9120,9100,9110,8980,10290,9100,9480,9960,10300,10730,11070,9050,11080,12380,9380,10140,11420,11250,10510,9140,8690,11100,10240,11140,9750,9300,9330
18/05/2022,10020,10270,10360,9690,9460,10260,9680,9030,9140,9040,8950,10290,9100,9510,9960,10300,10910,11080,9050,10980,12370,9490,10020,11420,11170,10470,9140,8690,11100,10010,11140,9760,9280,9420
19/05/2022,9970,10270,9950,9690,9460,10260,9680,9030,9140,9030,9030,10290,9110,9510,10460,10300,10980,11080,9080,11080,12240,9490,9910,11420,11170,10220,9140,8810,11010,10120,11140,9710,9300,9400
20/05/2022,10020,10270,10180,9640,9460,10080,9710,9030,9050,9080,8980,10290,9170,9510,10520,10300,11040,11080,9090,11090,12250,9550,10150,11420,11250,10680,9140,8690,11100,10120,11140,9720,9530,9400
21/05/2022,9970,10210,10180,9670,9460,10080,9710,9030,8990,9100,9060,10290,9300,9480,10080,10300,11040,11080,9050,11230,12250,9490,10160,11090,11250,9760,9140,8830,11020,10120,11220,9750,9300,9350
22/05/2022,9920,10210,10420,9670,9720,10080,9710,9030,9110,9030,8910,10290,9210,9480,9970,10300,11000,11080,9050,11230,12590,9440,10130,11630,11270,10470,9140,8790,10850,10120,11140,9820,9300,9380
23/05/2022,9970,10320,10360,9670,9370,10080,9710,9030,9290,9050,9070,10290,9250,9440,10580,10300,11040,11080,9020,11190,12280,9430,10220,11420,11240,10610,9140,8830,11020,10200,11150,9720,9240,9290
24/05/2022,9940,10240,10180,9760,9460,10080,9710,9030,9120,9080,9050,10370,9210,9510,9990,10980,10910,11080,8980,11090,12410,9610,10050,11420,11210,10510,9140,8870,10930,10170,11240,9750,9280,9310
25/05/2022,9890,10210,10070,9760,9370,10080,9710,9030,9150,9030,9100,10370,9210,9550,10430,10300,11040,10640,8980,11100,12280,9540,10120,11330,11210,10800,9140,8870,11020,10120,11160,9810,9280,9290
26/05/2022,9950,10240,10180,9760,9370,10080,9690,9030,9130,9060,9000,10370,9210,9510,10360,10300,11040,10640,8980,11090,12320,9540,10130,11420,11210,10560,9140,8790,10850,10120,11150,9840,9250,9310
27/05/2022,9950,10210,10180,9760,9470,10080,9690,9030,9080,9080,8860,10370,9270,9550,10060,10300,11040,11080,9110,11170,12260,9540,10000,11420,11210,10690,8980,8870,10840,10020,11150,9770,9300,9310
28/05/2022,9950,10300,10460,9780,9470,10100,9690,9030,9100,9070,8910,10370,9210,9580,10050,10300,11040,11100,9080,11090,12100,9540,10180,11630,11210,10530,9190,8870,10930,10180,11160,9800,9240,9300
29/05/2022,9950,10380,10230,9780,9470,10080,9690,9030,9130,9120,9010,10370,9210,9580,9920,10300,11050,11080,9120,11190,12060,9490,10050,11550,11300,10560,8980,8870,10730,10000,11150,9700,9280,9300
30/05/2022,9950,10380,10230,9870,9470,10080,9710,9030,9070,9050,8990,10370,9340,9580,10530,10300,11040,11100,9080,10980,12510,9430,10190,11650,11040,10290,8980,8870,10690,10120,11160,9770,9300,9290
31/05/2022,9990,10300,10070,9780,9470,10080,9710,9030,9090,9020,8940,10400,9290,9550,10160,10300,11040,11120,9010,11090,12220,9490,9990,11880,11040,10140,8980,8870,11020,10180,11150,9770,9340,9380
01/06/2022,9990,10380,10070,9830,9470,10080,9710,9030,9130,9100,9060,10370,9250,9550,10160,10300,11040,11100,9160,11190,11980,9610,9990,11780,11040,10280,8980,8830,10930,10180,11320,9850,9300,9270
02/06/2022,9950,10380,10180,9780,9470,9740,9650,9030,9200,9050,8980,10700,9250,9550,10720,10300,11160,11100,9110,11110,12670,9430,10190,11780,11360,10380,8980,8830,10850,10140,11320,9830,9420,9250
03/06/2022,9950,10380,10070,9780,9460,10080,9660,9030,9160,9090,8950,10430,9290,9550,10770,10300,10920,11100,9180,11090,12350,9540,10160,11780,11100,10740,8980,8870,10920,10290,11470,9830,9400,9310
04/06/2022,9950,10380,10230,9780,9470,10080,9660,9030,9180,9090,8960,10370,9310,9580,10590,10300,10950,11120,9120,11220,12060,9650,10040,11510,11100,10160,8790,8870,11020,10170,11350,9820,9370,9250
05/06/2022,9830,10380,9950,9780,9470,9740,9660,9030,9260,9160,9060,10370,9540,9580,10680,10300,10940,11100,9180,11170,12220,9700,10160,11880,11110,10550,8980,8880,10850,10290,11320,9870,9360,9240
06/06/2022,9950,10430,9950,9780,9570,10080,9690,9030,9160,9060,8930,10370,9390,9580,10590,10300,10920,11100,9210,11090,12220,9590,10160,11630,11100,10420,8980,8900,10930,10170,11350,9860,9400,9460
07/06/2022,9950,10350,9810,9830,9570,10080,9770,9030,9270,9130,9000,10370,9570,9580,10640,10300,11080,11100,9170,11090,12350,9650,10070,11510,11100,10550,9140,8810,11020,10190,11320,9800,9370,9300
08/06/2022,10030,10290,9950,9920,9570,10080,9770,9030,9250,9100,8960,10400,9440,9580,10450,10300,11080,11100,9370,11270,12350,9650,10260,11510,11100,10280,9140,8810,11030,10350,11320,9720,9400,9320
09/06/2022,9980,10410,10170,9920,9570,9670,9790,9030,9250,9240,9110,10560,9530,9580,10630,10300,10670,10960,9420,10970,12670,9640,10190,11510,11100,9960,9140,8910,10840,10130,11510,9850,9490,9190
10/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2022,10390,,10370,10160,10110,10420,,9490,9480,9770,9350,11070,9780,10280,10900,10980,11570,11340,9410,11540,12470,9780,10590,11600,11420,10580,9490,9180,11090,10970,11330,,9890,
15/07/2022,10390,10550,10350,10070,10090,10420,10330,9490,9540,9750,9460,11070,9740,10530,10670,10980,11570,11340,9470,11590,12140,9870,10530,11670,11420,10940,9300,9140,10950,10850,11260,10000,9960,9670
16/07/2022,10370,10590,10310,10160,10090,10420,10270,9490,9560,9730,9310,11070,9710,10610,10670,10380,11570,11030,9410,11670,12420,9780,10380,11770,11470,11030,9490,9160,10870,10850,11410,10000,9960,9590
17/07/2022,10400,10550,10470,9970,10090,10220,10340,9490,9540,9810,9480,11140,9880,10610,10760,10980,11570,11290,9600,11670,12630,9780,10670,11550,11470,10410,9300,9160,10870,10850,11410,9790,9900,9580
18/07/2022,10400,10780,10400,10070,10090,10130,10220,9490,9560,9780,9500,11170,9810,10680,10760,10980,11570,11290,9590,11670,12250,9780,10550,11670,11470,10920,9490,9160,10870,10850,11440,10030,10130,9690
19/07/2022,10400,10600,10350,10070,10090,10220,10230,9530,9590,9730,9480,11170,9890,10680,10670,10980,11570,11290,9450,11640,12380,9780,10520,11670,11470,10740,9490,9100,10950,10900,11410,9990,10110,9710
20/07/2022,10420,10600,10350,10070,10290,10220,10290,9490,9580,9860,9550,11170,9960,10680,10760,10980,11750,11290,9430,11670,12250,9780,10550,11670,11470,11160,9490,9040,10870,10850,11410,10030,10070,9650
21/07/2022,10420,10590,10350,10070,10290,9900,10130,9400,9570,9890,9520,11170,9960,10680,10670,10980,11750,11290,9420,11750,12620,9780,10550,11370,11470,10850,9490,9040,10750,10910,11410,10030,10070,9720
22/07/2022,10420,10590,10350,10070,10190,10220,10450,9480,9640,9890,9520,11110,10030,10680,10310,10980,11750,11290,9400,11640,12310,9760,10610,11490,11520,10810,9490,9040,10950,10980,11410,9900,10070,9710
23/07/2022,10420,10700,10470,10270,10190,10220,10290,9560,9560,9820,9610,11270,10070,10680,10670,10380,11750,11290,9460,11860,12450,9780,10580,11770,11510,10090,9390,9040,10870,10780,11410,9900,10100,9870
24/07/2022,10430,10700,10370,10190,10190,10220,10290,9480,9580,9840,9530,11110,10110,10680,10670,10980,11750,11030,9560,11870,12670,9860,10740,12110,11720,10550,9490,9020,10870,10850,11410,9850,10100,9710
25/07/2022,10460,10870,10400,10270,10390,10220,10290,9560,9550,9870,9620,11190,10140,10730,10670,10980,11750,11290,9400,11770,12380,9880,10730,11670,11560,10530,9490,9020,10780,10850,11410,9900,10100,9820
26/07/2022,10460,10870,10350,10380,10390,10220,10290,9480,9550,9950,9820,11190,10140,10750,10760,10980,11750,11340,9460,11860,12370,9880,10580,11800,11640,11160,9490,9040,10870,10850,11410,10030,10100,9810
27/07/2022,10660,10820,10350,10380,10190,9900,10290,9480,9590,9960,9570,11190,10110,10750,10440,10980,11550,11290,9460,11860,12380,9880,10480,12050,11640,10650,9490,9040,10780,10850,11410,10020,10100,9870
28/07/2022,10510,10800,10350,10380,10190,10220,10290,9560,9510,10090,9640,11190,10200,10770,10390,10980,11750,11290,9460,11770,12530,9980,10440,11800,11640,10860,9490,9040,10950,10570,11330,9960,10100,9810
29/07/2022,10580,10800,10400,10380,10090,10220,10290,9560,9530,10030,9580,11270,10140,10830,10420,10980,11750,11290,9570,11860,12350,9980,10500,11510,11640,10740,9490,9120,11040,10710,11410,10020,10110,9900
30/07/2022,10460,10800,10350,10380,10610,10220,10310,9560,9480,10060,9660,11140,10110,10930,10440,10980,11750,11290,9310,11850,12590,9870,10500,11570,11670,10840,9490,9120,10870,10850,11410,10160,10130,9960
31/07/2022,10470,10820,10470,10380,10190,10220,10310,9560,9520,10060,9590,11270,10110,10850,10390,10980,11610,11290,9460,11860,12590,9980,10490,11770,11540,10960,9490,9080,10780,10730,11410,9940,10130,9820
01/08/2022,10580,10920,10470,10380,10190,10220,10310,9560,9560,10090,9660,11270,10070,10830,10490,10980,11750,11290,9460,11860,12600,10090,10340,11800,11710,11050,9490,9120,10870,10770,11410,9960,10130,9890
02/08/2022,10510,10920,10350,10380,10190,10220,10310,9560,9520,10040,9580,11270,10170,10830,10550,10980,11750,11320,9460,11740,12590,10090,10620,11800,11710,10940,9490,9080,10870,10850,11570,10060,10140,9990
03/08/2022,,11000,10630,10380,10000,10270,10240,9560,9440,9650,,11320,,11030,10680,10970,11750,10970,9720,11740,13280,10120,10820,11400,,,9490,9600,12000,,12230,10050,10280,
04/08/2022,10510,11110,10350,10380,10190,10220,10650,9650,9540,10070,9750,11370,10070,10830,10710,10980,11750,11320,9470,11770,12370,10100,10620,11800,11850,10860,9490,9120,10870,10780,11240,10100,10220,9800
05/08/2022,10510,11110,10800,10380,10390,9900,10650,9650,9470,10030,9770,11270,10000,10830,10680,10980,11750,11320,9470,11770,12470,9980,10560,11430,11910,11000,9490,9100,10870,10770,11410,10030,10220,9830
06/08/2022,10510,11110,10570,10380,10190,10220,10680,9650,9550,10010,9700,11290,10270,10830,10800,10980,11750,11380,9470,11860,12140,9980,10690,11800,11920,10880,9770,9120,10870,10900,11410,10030,10170,9880
07/08/2022,10470,11130,10660,10380,10240,10220,10650,9650,9520,10040,9660,11270,10000,10830,10630,10980,11750,11100,9470,11770,12270,10100,10490,12060,11970,10450,9490,9100,10870,10850,11410,9910,10330,9820
08/08/2022,10510,11110,10350,10380,10190,10220,10650,9650,9570,10090,9770,11270,10000,10830,10710,10980,11750,11100,9430,11850,12350,10020,10430,11600,12010,10940,9640,9120,10780,10780,11480,10100,10550,9820
09/08/2022,10510,11110,10350,10380,10190,10220,10540,9650,9550,10010,9810,11270,10170,10830,10710,10980,11280,11100,9470,11820,12350,9980,10510,11740,11970,11130,9640,9140,10870,10780,11480,10100,10300,9830
10/08/2022,10470,11110,10350,10380,10190,10220,10590,9700,9530,10030,9780,11270,10270,10840,10710,10380,11740,11160,9470,11850,12440,9870,10640,11800,12060,11110,9640,9110,10780,10730,11520,10160,10360,9840
11/08/2022,10510,11210,10260,10380,10190,10390,10670,9700,9580,10190,9850,11270,10070,10890,10710,10380,11740,11160,9470,11840,12200,9960,10510,12030,11770,11020,9770,9150,10950,10850,11600,10090,10360,9800
12/08/2022,10530,11070,10350,10470,10000,10390,10670,9700,9550,10140,9880,11270,10010,10890,10800,10380,11590,11160,9470,11850,12460,10100,10560,11890,12060,11050,9450,9100,10780,10730,11480,10200,10280,9850
13/08/2022,10590,11080,10400,10420,10290,10390,10670,9700,9570,10080,9820,11370,10070,10890,10680,10380,11590,11160,9730,11850,12320,9880,10520,11730,12060,11210,9970,9320,10780,10780,11480,10000,10350,9820
14/08/2022,10670,11210,10350,10420,10290,10390,10670,9700,9540,10130,9870,11270,10070,10890,10680,10380,11870,10870,9670,11850,12480,9980,10720,11180,12060,11090,9770,9160,10950,10790,11440,10040,10420,9960
15/08/2022,10660,11070,10590,10420,10290,10390,10670,9720,9540,10190,9860,11270,10040,10890,10710,10480,11870,11160,9670,11850,12410,9960,10480,11800,12190,11000,9640,9290,10870,10920,11410,10100,10390,9980
16/08/2022,10610,10950,10590,10730,10410,10390,10780,9780,9510,10150,9830,11270,10000,10890,10820,10610,11740,10890,9580,11950,12560,9930,10830,11800,12190,11030,9640,9260,10870,10790,11520,10140,10390,9980
17/08/2022,10640,11070,10680,10820,10410,10220,10770,9900,9560,10130,9790,11270,10080,10890,10940,10610,11870,11170,9650,12060,12420,10030,10880,11420,12210,10980,9640,9260,10870,10900,11440,10210,10350,9980
18/08/2022,10630,11070,10590,10820,10410,10220,10770,9930,9520,10160,9840,11270,10200,10890,10470,10610,11870,11170,9670,11950,12560,10030,10800,11680,12190,11150,9640,9260,10870,10780,11440,10220,10450,10030
19/08/2022,10670,11190,10590,10820,10290,10220,10770,9930,9480,10210,9870,11370,10240,10890,10790,10610,11870,11170,9670,11950,12400,9980,10800,11500,12190,10980,9790,9260,10870,10850,11450,10140,10450,10030
20/08/2022,10630,11140,10590,10750,10290,10220,10710,9930,9480,10150,9760,11370,10240,10890,10790,10610,11740,11170,9610,11950,12560,10030,10800,11680,12190,11080,9790,9260,10870,10870,11450,10130,10510,9910
21/08/2022,10650,11100,10590,10700,10290,10220,10710,9930,9450,10180,9860,11340,10280,10890,10820,10610,11280,11170,9650,11950,12430,10100,10940,11510,12190,11210,9790,9260,10870,10870,11480,10050,10510,9980
22/08/2022,10670,11020,10680,10820,10290,10220,10710,9930,9570,10140,9770,11340,10280,10890,10960,10610,11870,11220,9630,11940,12410,9760,11050,11680,12190,11080,9790,9220,10870,10800,11480,10100,10420,10010
23/08/2022,10610,11020,10590,10820,10290,10220,10710,9930,9520,10160,10020,11340,10140,10970,10960,10610,11870,11100,9690,11950,12410,9920,10900,11570,12190,11050,9790,9430,10870,11070,11410,10170,10480,10060
24/08/2022,10710,11080,10720,10820,10290,10220,10770,10020,9530,10260,9980,11340,10140,10970,10910,10610,11870,11220,9690,11950,12410,9920,10890,11740,12190,10890,9790,9430,10870,10990,11640,10180,10420,10040
25/08/2022,10660,11080,10590,10820,10290,10220,10740,9930,9550,10180,9920,11290,10180,10970,10950,10610,11690,10950,9840,12050,12410,9920,10760,11380,12190,10890,9960,9320,10870,10930,11590,10240,10380,10080
26/08/2022,10620,11250,10590,11040,10670,10220,10770,10020,9530,10250,9900,11340,10140,10970,10960,10610,11690,11220,9830,12050,12560,9920,10790,11570,12190,10940,9600,9300,10950,10870,11630,10240,10420,10050
27/08/2022,10620,11340,10400,10820,10670,10220,10710,10020,9630,10260,9860,11370,10140,11260,11080,10610,11590,11360,9780,11950,12560,10170,11000,11850,12230,10880,9790,9320,10950,10980,11630,10270,10420,10060
28/08/2022,10670,11300,10260,10820,10670,10220,10770,10020,9550,10190,9960,11340,10000,11260,10960,10610,11590,11360,9890,12050,12720,9920,10950,11850,12160,10960,9790,9360,10870,11090,11630,10360,10420,10070
29/08/2022,10670,11200,10350,11190,10290,10220,10600,10020,9630,10140,9930,11340,10070,11260,10900,10610,11870,11360,9830,12050,12510,10030,10950,11800,12320,10890,9790,9280,10950,10960,11630,10400,10420,10000
30/08/2022,10620,11200,10350,10820,10490,10220,10600,10020,9550,10250,10020,11340,10140,11330,10910,10610,11870,11360,9690,11970,12760,10030,10910,11740,12320,10890,9790,9320,11040,10960,11630,10390,10420,10060
31/08/2022,10670,11300,10350,10820,10490,10220,10660,10020,9610,10190,10020,11340,10110,11350,11040,10610,11590,11260,9870,11860,12510,9920,10820,11740,12320,10890,9790,9340,10950,11030,11530,10340,10420,10040
01/09/2022,10710,11200,10350,10820,10490,10220,10770,10020,9620,10190,9890,11340,9830,11400,11040,10610,11870,11360,9870,11970,12670,10150,10690,11740,12320,10980,9790,9280,10950,10980,11630,10260,10420,10040
02/09/2022,10790,11200,10400,10820,10490,10220,10770,10020,9620,10240,9890,11340,9880,11400,11050,10610,11870,11360,9720,10950,12670,10030,10750,11940,12320,11030,9790,9340,10750,11030,11600,10320,10450,10040
03/09/2022,10840,11200,10350,10850,10290,10220,10770,10020,9730,10160,10010,11340,9770,11400,11040,11060,11870,11260,9890,11860,12360,10030,10910,11630,12320,10940,9960,9340,10950,10970,11630,10340,10510,10070
04/09/2022,10920,11310,10350,10820,10290,10730,10770,10020,9610,10220,9990,11340,10430,11400,11040,11060,11870,11360,9870,12080,12530,10030,10870,12100,12320,11060,9790,9310,10950,10970,11630,10490,10390,10180
05/09/2022,10920,11420,10480,10810,10670,10420,10770,10020,9750,10130,10080,11410,9910,11470,11040,11060,11870,11100,9990,12060,12640,10120,10870,11630,12320,10920,9790,9340,10870,11030,11630,10300,10540,10010
06/09/2022,10860,11360,10640,10880,10670,10610,10810,10020,9650,10160,10130,11410,10480,11470,11060,11270,11870,11480,10180,12160,12540,10120,10920,12080,12370,11110,9790,9540,10950,11030,11700,10380,10510,10110
07/09/2022,10990,11360,10540,10880,10670,10610,10860,10110,9830,10160,10190,11410,10270,11470,10940,11060,11870,11480,10060,12070,12510,10030,10810,12200,12350,11110,9790,9420,10770,11010,11700,10430,10480,10100
08/09/2022,10990,11250,10500,10880,10290,10350,10860,10020,9800,10340,10190,11410,10270,11470,10930,10200,11740,11620,10060,11990,12630,10030,10810,12080,12350,11470,9970,9420,10950,10960,11810,10440,10540,10070
09/09/2022,10990,11250,10680,10820,10290,10610,10940,10020,9900,10310,10190,11410,10370,11470,10850,11700,11740,11620,10060,12060,12690,10030,10910,12080,12350,11170,9970,9480,10950,11040,11850,10340,10570,10100
10/09/2022,10990,11250,10810,10920,10370,10610,10940,10020,9800,10270,10200,11410,10270,11470,10940,11700,11740,11260,10100,12060,12670,10030,10730,11830,12350,11480,9970,9550,10950,10950,11710,10410,10570,10100
