Date,Harga Bahan Pangan Bawang Merah,Harga Bahan Pangan Bawang Putih Bonggol,Harga Bahan Pangan Beras Medium,Harga Bahan Pangan Beras Premium,Harga Bahan Pangan Cabai Merah Keriting,Harga Bahan Pangan Cabai Rawit,Harga Bahan Pangan Daging Ayam Ras,Harga Bahan Pangan Daging Sapi Murni,Harga Bahan Pangan Gula Konsumsi,Harga Bahan Pangan Minyak Goreng Curah,Harga Bahan Pangan Minyak Goreng Kemasan Sederhana,Harga Bahan Pangan Telur Ayam Ras,Harga Bahan Pangan Tepung Terigu (Curah),Price Crude Oil,Change % Crude Oil,Price Natural Gas,Change % Natural Gas,Price Newcastle Coal,Change % Newcastle Coal,Price Palm Oil,Change % Palm Oil,Price US Sugar,Change % US Sugar,Price US Wheat,Change % US Wheat
07/09/2023,23430,37300,12510,13730,50390,,29570,154570,14840,13560,17710,25220,11140,86.15,-0.74%,2.958,0.51%,157.65,-1.47%,"3,750.00",-0.27%,26.68,1.75%,571.5,-1.64%
08/09/2023,23750,37970,12510,13690,50130,,29550,154610,14940,13440,17860,25240,11210,86.81,0.77%,2.966,0.27%,156.25,-0.89%,"3,730.00",-0.53%,26.31,-1.39%,567.25,-0.74%
09/09/2023,23610,37520,12530,13710,50590,,29360,154610,14940,13620,17890,25170,11210,,,,,,,,,,,,
10/09/2023,23550,37790,12530,13710,50320,,29570,154080,14980,13650,17730,25270,11220,,,,,,,,,,,,
11/09/2023,23570,37750,12560,13760,47530,,29540,154610,15070,13650,17850,25090,11250,86.66,-0.17%,2.937,-0.98%,158,1.12%,"3,628.00",-2.73%,26.4,0.34%,556,-1.98%
12/09/2023,23370,37790,12450,13750,46350,,29740,154610,14980,13680,17820,25000,11250,88.16,1.73%,3.015,2.66%,159,0.63%,"3,598.00",-0.83%,26.83,1.63%,560.25,0.76%
13/09/2023,23630,36910,12560,13850,43630,,29480,154610,14980,13640,17710,24870,11250,87.88,-0.32%,2.987,-0.93%,162.25,2.04%,"3,635.00",1.03%,26.54,-1.08%,569,1.56%
14/09/2023,23350,36910,12690,13970,41290,,29610,154610,15000,13660,17530,25050,11150,89.61,1.97%,2.983,-0.13%,160.15,-1.29%,"3,660.00",0.69%,26.98,1.66%,567.5,-0.26%
15/09/2023,23150,36790,12640,14130,39640,,29710,155480,14980,13770,18280,25050,11260,90.02,0.46%,2.932,-1.71%,160.5,0.22%,"3,690.00",0.82%,26.91,-0.26%,604.25,6.48%
16/09/2023,22640,36970,12670,13990,39510,,29510,154570,14980,13680,18170,24950,11190,,,,,,,,,,,,
17/09/2023,22520,36730,12670,14080,39280,,29630,153880,15010,13640,17630,25030,11120,,,,,,,,,,,,
18/09/2023,22800,36750,12930,14200,38880,,29630,154610,15050,13790,17890,25040,11080,90.58,0.62%,3.001,2.35%,160.75,0.16%,"3,678.00",-0.33%,27.11,0.74%,591.25,-2.15%
19/09/2023,22700,36800,12970,14220,39430,,29490,154860,15050,13650,17800,25060,11040,90.48,-0.11%,3.026,0.83%,160.75,0.00%,"3,700.00",0.60%,27.44,1.22%,584,-1.23%
20/09/2023,23050,36940,12980,14340,40890,,29780,154550,15070,14110,17470,24860,11270,89.66,-0.91%,2.921,-3.47%,160.75,0.00%,"3,662.00",-1.03%,26.79,-2.37%,588.75,0.81%
21/09/2023,23160,36900,13000,14250,42200,,29260,154610,15060,13700,17650,24990,11050,88.32,-1.49%,2.84,-2.77%,160.5,-0.16%,"3,648.00",-0.38%,26.93,0.52%,575.75,-2.21%
22/09/2023,23270,36750,13060,14350,42470,,29300,154610,15150,13750,17690,25010,11090,88.35,0.03%,2.879,1.37%,160,-0.31%,"3,647.00",-0.03%,26.97,0.15%,579.5,0.65%
23/09/2023,23470,36360,13120,14410,43570,,29340,154330,15280,13720,17590,24900,11010,,,,,,,,,,,,
24/09/2023,23430,36640,13100,14390,43700,,29230,154390,15330,13810,17870,24890,11100,,,,,,,,,,,,
25/09/2023,23590,36600,13150,14420,43700,,29380,154610,15360,13790,17740,24910,11100,88.17,-0.20%,2.906,0.94%,160,0.00%,"3,675.00",0.77%,26.31,-2.45%,589,1.64%
26/09/2023,23360,36500,13160,14420,46420,35000,29160,155110,15600,13850,17600,24890,11150,88.78,0.69%,2.845,-2.10%,160.35,0.22%,"3,618.00",-1.55%,26.02,-1.10%,589,0.00%
27/09/2023,23960,36820,13200,14490,47330,,30130,155820,15620,13790,17740,24950,11140,91.3,2.84%,2.899,1.90%,160.35,0.00%,"3,678.00",1.66%,26.13,0.42%,579.5,-1.61%
28/09/2023,23810,36780,13250,14790,47170,,30090,155110,15570,13780,17520,24890,11140,89.59,-1.87%,3.34,15.21%,159.75,-0.37%,,,26.73,2.30%,578.75,-0.13%
29/09/2023,23520,36640,13250,14490,46600,,29900,154610,15660,13930,17740,24740,11140,88.8,-0.88%,3.312,-0.84%,160.1,0.22%,"3,689.00",0.30%,26.27,-1.72%,541.5,-6.44%
30/09/2023,23070,36440,13270,14510,45810,,29750,154860,15590,13720,17530,24480,11120,,,,,,,,,,,,
01/10/2023,23140,36510,13250,14490,45770,,29760,154390,15710,13780,17700,24670,11140,,,,,,,,,,,,
02/10/2023,22970,36780,13290,14520,45190,,29540,154610,15820,13860,17740,24590,11130,87.17,-1.84%,3.233,-2.39%,154.5,-3.50%,"3,645.00",-1.19%,26.35,0.30%,564.75,4.29%
03/10/2023,22790,36650,13310,14540,41950,,29380,154330,15900,13770,17240,24390,11140,87.44,0.31%,3.313,2.47%,149.65,-3.14%,"3,644.00",-0.03%,25.67,-2.58%,568.5,0.66%
04/10/2023,21860,36530,13190,14450,40530,,29350,154060,15860,14090,17590,24550,11110,82.55,-5.59%,3.32,0.21%,144.65,-3.34%,"3,646.00",0.05%,25.93,1.01%,560,-1.50%
05/10/2023,22220,36200,13280,14500,40040,,29600,154360,15910,13850,17600,24370,11180,80.81,-2.11%,3.511,5.75%,139,-3.91%,"3,566.00",-2.19%,26.16,0.89%,578.25,3.26%
06/10/2023,22550,36060,13250,14470,38760,,29390,154360,16070,13720,17630,24530,11180,81.28,0.58%,3.641,3.70%,138.5,-0.36%,"3,562.00",-0.11%,26.74,2.22%,568.25,-1.73%
07/10/2023,22160,35670,13220,14490,37140,,29160,154060,15930,13710,17420,24310,11140,,,,,,,,,,,,
08/10/2023,22530,36310,13120,14490,37450,,29420,154060,15870,13830,17420,24260,11140,,,,,,,,,,,,
09/10/2023,22990,36820,13450,14540,35600,,29590,154590,15930,13700,17490,24300,11050,84.6,4.08%,3.631,-0.27%,141.35,2.06%,"3,577.00",0.42%,27.18,1.65%,572.75,0.79%
10/10/2023,23840,36600,13060,14480,36170,,29180,154360,15850,13990,17490,24210,11050,84.13,-0.56%,3.659,0.77%,141.9,0.39%,"3,541.00",-1.01%,27.05,-0.48%,558.5,-2.49%
11/10/2023,24140,36680,13520,14490,35220,,29330,154360,15880,13750,17720,24320,11100,82.07,-2.45%,3.658,-0.03%,140.5,-0.99%,"3,530.00",-0.31%,26.4,-2.40%,556,-0.45%
12/10/2023,23370,36700,13110,14520,34900,,29450,154360,15940,13720,17270,24330,10980,81.8,-0.33%,3.639,-0.52%,142.65,1.53%,"3,618.00",2.49%,26.35,-0.19%,571.5,2.79%
13/10/2023,23870,36530,13080,14500,34670,,29180,154360,15940,13750,17600,24300,10980,86.35,5.56%,3.584,-1.51%,143.85,0.84%,"3,680.00",1.71%,27.03,2.58%,579.75,1.44%
14/10/2023,23790,36610,13040,14530,34190,,29410,154360,15940,13890,17600,24230,10980,,,,,,,,,,,,
15/10/2023,22960,37190,12970,14480,34040,,29690,153150,15930,13590,17520,24110,10980,,,,,,,,,,,,
16/10/2023,23010,36330,13110,14490,33220,,29320,153640,15980,13750,17550,24210,11020,85.26,-1.26%,3.479,-2.93%,143.75,-0.07%,"3,735.00",1.49%,27.05,0.07%,577.25,-0.43%
17/10/2023,23430,36770,13590,14470,33400,,29230,154360,15980,13790,17550,24140,11020,85.44,0.21%,3.468,-0.32%,142.25,-1.04%,"3,739.00",0.11%,27.49,1.63%,570.5,-1.17%
18/10/2023,23040,36800,13490,14450,33910,,29050,154060,16290,13740,17260,24420,10980,87.27,2.14%,3.463,-0.14%,140,-1.58%,"3,769.00",0.80%,27.48,-0.04%,580.25,1.71%
19/10/2023,23100,36360,13450,14430,33340,,29090,154820,16020,13800,17550,24020,10980,88.37,1.26%,3.326,-3.96%,136.5,-2.50%,"3,726.00",-1.14%,27.29,-0.69%,594,2.37%
20/10/2023,23190,36280,13580,14500,33400,,29090,154360,16070,13750,17550,24040,10980,88.08,-0.33%,3.258,-2.04%,138,1.10%,"3,716.00",-0.27%,26.85,-1.61%,586,-1.35%
21/10/2023,22870,36380,13620,14470,33110,,28950,154560,15920,14010,17370,24350,10930,,,,,,,,,,,,
22/10/2023,22600,36320,13680,14490,32840,,28880,154080,16020,13750,17440,24040,10930,,,,,,,,,,,,
23/10/2023,22940,36100,13640,14490,33790,,28670,154820,15970,13750,17510,23980,10980,84.42,-4.16%,3.273,0.46%,138.35,0.25%,"3,692.00",-0.65%,27.48,2.35%,587.25,0.21%
24/10/2023,23100,36040,13650,14490,34100,,28760,154820,16110,13750,17430,24130,10930,82.97,-1.72%,3.322,1.50%,136.5,-1.34%,"3,606.00",-2.33%,27.53,0.18%,580.5,-1.15%
25/10/2023,22600,36250,13660,14470,34330,,29140,154060,16070,13770,17470,24070,10850,84.69,2.07%,3.376,1.63%,133.5,-2.20%,"3,606.00",0.00%,27.63,0.36%,568.5,-2.07%
26/10/2023,22810,36050,13620,14480,35480,,28630,155320,16200,13510,17390,23970,10930,82.54,-2.54%,3.477,2.99%,135.7,1.65%,"3,671.00",1.80%,27.04,-2.14%,579.5,1.93%
27/10/2023,23370,36140,13580,14480,37300,,28430,153820,16330,13750,17390,23870,10930,84.7,2.62%,3.483,0.17%,135.2,-0.37%,"3,675.00",0.11%,27.34,1.11%,575.5,-0.69%
28/10/2023,23040,35950,13580,14480,38530,,28540,153820,16290,13750,17430,23660,10930,,,,,,,,,,,,
29/10/2023,24160,35990,13610,14420,41900,,28200,153080,16220,13660,17020,23520,10820,,,,,,,,,,,,
30/10/2023,23330,36160,13570,14470,43660,,28200,154290,16460,13690,17480,23740,10890,81.68,-3.57%,3.589,3.04%,131,-3.11%,"3,625.00",-1.36%,26.75,-2.16%,566,-1.65%
31/10/2023,24470,36440,13670,14470,44550,,28610,154220,16570,13970,17170,23610,10980,80.5,-1.44%,3.813,6.24%,121.1,-7.56%,"3,564.00",-1.68%,27.09,1.27%,556.25,-1.72%
01/11/2023,23320,36320,13110,14510,46890,,28940,153700,16620,13650,17640,23730,10880,80.1,-0.50%,3.753,-1.57%,119.65,-1.20%,"3,601.00",1.04%,27.51,1.55%,561.75,0.99%
02/11/2023,24130,36480,13170,14520,48060,,28290,154000,16580,13960,17010,23830,10880,82.16,2.57%,3.75,-0.08%,120,0.29%,"3,658.00",1.58%,27.48,-0.11%,565.5,0.67%
03/11/2023,24080,36370,13060,14460,48850,,28350,153510,16670,13780,17430,24440,10880,80.23,-2.35%,3.795,1.20%,122.5,2.08%,"3,632.00",-0.71%,27.77,1.06%,572.5,1.24%
04/11/2023,24340,36370,13180,14560,48990,,28530,154780,16620,13750,17080,23540,11060,,,,,,,,,,,,
05/11/2023,24090,36690,13150,14490,49400,,28330,154080,16350,13750,17200,23620,10930,,,,,,,,,,,,
06/11/2023,23960,36040,13140,14460,50440,,28020,154520,16670,13530,17380,23650,10930,80.6,0.46%,3.564,-6.09%,119,-2.86%,"3,635.00",0.08%,27.95,0.65%,575.75,0.57%
07/11/2023,24570,36370,13120,14450,51530,,28600,154290,16730,13710,17200,23550,10930,77.21,-4.21%,3.463,-2.83%,120.1,0.92%,"3,603.00",-0.88%,27.59,-1.29%,570.25,-0.96%
08/11/2023,25030,36200,12930,14480,51600,,28490,154290,16580,13750,17200,23580,10930,75.31,-2.46%,3.389,-2.14%,122.5,2.00%,"3,642.00",1.08%,27.21,-1.38%,592.25,3.86%
09/11/2023,25160,36140,12890,14430,52000,,28490,154290,16620,13710,17200,23620,10930,75.75,0.58%,3.333,-1.65%,123,0.41%,"3,620.00",-0.60%,27.78,2.09%,580.75,-1.94%
10/11/2023,25300,36220,12950,14490,52570,,28260,154290,16620,13750,17200,23640,10930,77.15,1.85%,3.284,-1.47%,123.25,0.20%,"3,673.00",1.46%,27.29,-1.76%,575.25,-0.95%
11/11/2023,25740,35920,12950,14440,55010,,28100,154290,16620,13750,17200,24230,10930,,,,,,,,,,,,
12/11/2023,26180,36230,12950,14420,56860,,28120,154290,16620,13790,17200,24000,10890,,,,,,,,,,,,
13/11/2023,27250,35930,12930,14460,59850,,28100,154290,16760,13790,17310,24340,10890,78.19,1.35%,3.4,3.53%,122,-1.01%,,,27.71,1.54%,579,0.65%
14/11/2023,28210,36010,12840,14460,59480,,28240,154290,16970,13790,17480,24510,10970,78.17,-0.03%,3.316,-2.47%,122.5,0.41%,"3,759.00",2.34%,27.18,-1.91%,572,-1.21%
15/11/2023,28630,36020,12910,14520,58480,,28690,154220,17070,13720,17490,24350,10930,76.79,-1.77%,3.362,1.39%,123.25,0.61%,"3,800.00",1.09%,27.15,-0.11%,560.5,-2.01%
16/11/2023,28440,35990,12730,14430,57160,,28140,154290,17020,13830,17390,24490,10890,73.09,-4.82%,3.239,-3.66%,123.1,-0.12%,"3,869.00",1.82%,27.19,0.15%,553.5,-1.25%
17/11/2023,28720,35300,12730,14420,59430,,28060,153820,17070,13990,17190,24710,10890,76.04,4.04%,3.131,-3.33%,123.25,0.12%,"3,809.00",-1.55%,27.18,-0.04%,550.75,-0.50%
18/11/2023,29930,35400,12870,14360,58780,,28460,153510,17110,13830,17560,24760,10810,,,,,,,,,,,,
19/11/2023,29480,35540,12830,14390,59620,,28120,154080,17190,13790,17390,24720,10930,,,,,,,,,,,,
20/11/2023,28950,35910,12780,14360,59170,,28110,154000,17160,13750,17190,24680,10850,77.83,2.35%,3.05,-2.59%,122.5,-0.61%,"3,803.00",-0.16%,27.56,1.40%,543.5,-1.32%
21/11/2023,29550,35810,12970,14350,60680,,28410,153820,17300,13830,17590,24700,11070,77.92,0.12%,2.993,-1.87%,122.3,-0.16%,"3,819.00",0.42%,27.75,0.69%,555,2.12%
22/11/2023,29560,36140,12890,14410,59730,,28140,154520,17340,13720,17400,24770,10890,77.25,-0.86%,3.033,1.34%,122.15,-0.12%,"3,851.00",0.84%,27.22,-1.91%,555.75,0.14%
23/11/2023,29690,36150,12830,14390,60540,,28070,154820,17190,13830,17470,24710,11020,76.34,-1.18%,2.93,-3.40%,122.15,0.00%,"3,828.00",-0.60%,,,,
24/11/2023,29530,36150,12790,14390,60900,,28060,154360,17330,13880,17400,24720,10890,75.77,-0.75%,2.999,2.35%,122,-0.12%,"3,782.00",-1.20%,26.98,-0.88%,548.75,-1.26%
25/11/2023,29590,35860,12770,14390,60990,,28060,154820,17330,13830,17510,24680,10890,,,,,,,,,,,,
26/11/2023,29430,35980,12920,14410,59660,,27680,154290,17480,13780,17400,24920,10890,,,,,,,,,,,,
27/11/2023,28900,35620,12800,14380,59050,70000,27810,154520,17430,13800,17540,24900,10890,75.09,-0.90%,2.946,-1.77%,127.5,4.51%,"3,766.00",-0.42%,27.2,0.82%,534.25,-2.64%
28/11/2023,29650,35940,12840,14390,59850,,27900,154290,17510,13830,17550,24930,10890,76.59,2.00%,2.837,-3.70%,127.45,-0.04%,"3,756.00",-0.27%,26.99,-0.77%,543.75,1.78%
29/11/2023,30140,35980,12770,14360,60260,,27690,154000,17530,13830,17660,24730,10810,77.99,1.83%,2.769,-2.40%,127.85,0.31%,"3,734.00",-0.59%,26.86,-0.48%,556,2.25%
30/11/2023,30570,36290,12840,14410,59980,,27860,154000,17370,13790,17260,24810,10890,76.05,-2.49%,2.763,-0.22%,132.15,3.36%,"3,754.00",0.54%,26.04,-3.05%,570.25,2.56%
01/12/2023,31080,35910,12900,14360,59430,65000,27990,153820,17540,13840,17580,24930,10890,74.25,-2.37%,2.773,0.36%,133.5,1.02%,"3,733.00",-0.56%,25.09,-3.65%,577,1.18%
02/12/2023,30870,36190,12860,14330,59670,,28420,153150,17500,13830,17590,24790,10800,,,,,,,,,,,,
03/12/2023,31640,36250,12760,14370,60680,,27580,153120,17530,13790,17110,24830,10790,,,,,,,,,,,,
04/12/2023,31100,35840,12920,14420,61130,,27460,155330,18130,13860,17210,24820,11140,73.32,-1.25%,2.651,-4.40%,134.45,0.71%,"3,678.00",-1.47%,25.81,2.87%,595.75,3.25%
05/12/2023,31140,35870,12790,14340,60610,,27730,154790,17540,13840,17580,24630,10890,72.53,-1.08%,2.667,0.60%,134.15,-0.22%,"3,636.00",-1.14%,24.96,-3.29%,620.75,4.20%
06/12/2023,31330,35800,12870,14360,60000,,27680,154520,17620,13790,17450,24630,10980,69.65,-3.97%,2.517,-5.62%,140.45,4.70%,"3,602.00",-0.94%,23,-7.85%,615.75,-0.81%
07/12/2023,30590,35860,12840,14370,60470,,27730,154790,17680,13840,17330,24620,10890,69.59,-0.09%,2.52,0.12%,148.75,5.91%,"3,578.00",-0.67%,23.03,0.13%,626,1.66%
08/12/2023,31050,35900,12810,14340,61270,,27650,154790,17680,13840,17630,24550,10890,71.44,2.66%,2.504,-0.63%,151,1.51%,"3,600.00",0.61%,23.36,1.43%,615,-1.76%
09/12/2023,30970,36130,12860,14350,59690,,27510,154520,17660,14010,16880,24830,11020,,,,,,,,,,,,
10/12/2023,30630,36250,12900,14380,60080,,27720,155100,17490,14010,17550,24530,10910,,,,,,,,,,,,
11/12/2023,31410,36290,12920,14410,56580,,28060,154790,17690,13810,17500,24680,10890,71.56,0.17%,2.35,-6.15%,152.5,0.99%,"3,605.00",0.14%,22.47,-3.81%,591.25,-3.86%
12/12/2023,31450,36170,12980,14410,58080,,28060,154790,17690,13840,17490,24750,10890,68.85,-3.79%,2.24,-4.68%,146.25,-4.10%,"3,608.00",0.08%,22.59,0.53%,607,2.66%
13/12/2023,31970,36600,12980,14410,55530,,27940,154790,17690,14010,17610,24860,10890,69.72,1.26%,2.292,2.32%,146.25,0.00%,"3,585.00",-0.64%,21.97,-2.74%,585.25,-3.58%
14/12/2023,31860,36430,12980,14410,52160,,28060,154290,17700,13840,17570,24790,10940,71.91,3.14%,2.347,2.40%,145.5,-0.51%,"3,601.00",0.45%,22.18,0.96%,594,1.50%
15/12/2023,32010,36780,13000,14350,50960,,28310,154030,17690,13870,17590,24800,10850,71.78,-0.18%,2.425,3.32%,145.25,-0.17%,"3,601.00",0.00%,21.99,-0.86%,629.25,5.93%
16/12/2023,32230,37050,12960,14400,45230,,27920,154520,17720,13800,17440,24820,11020,,,,,,,,,,,,
17/12/2023,32860,36920,12960,14410,43840,,27800,154080,17790,13810,17500,24850,10940,,,,,,,,,,,,
18/12/2023,33450,37220,12950,14370,39840,,27800,154290,17770,13790,17500,24910,10970,72.82,1.45%,2.416,-0.37%,144.75,-0.34%,"3,687.00",2.39%,21.31,-3.09%,617,-1.95%
19/12/2023,34760,37550,12910,14370,37710,,27740,154000,17710,13790,17400,25000,10970,73.94,1.54%,2.366,-2.07%,145.25,0.35%,"3,701.00",0.38%,21.43,0.56%,622.75,0.93%
20/12/2023,33300,37220,12970,14350,36570,,27790,154520,17760,13700,17480,25090,11020,74.45,0.69%,2.347,-0.80%,144.25,-0.69%,"3,719.00",0.49%,20.92,-2.38%,610,-2.05%
21/12/2023,34160,36750,12960,14270,35720,,27670,153150,17800,14170,17420,25020,10810,74.06,-0.52%,2.459,4.77%,145.25,0.69%,"3,674.00",-1.21%,20.24,-3.25%,612.5,0.41%
22/12/2023,33340,36720,12930,14330,35360,,27520,154000,17770,13810,17140,25070,11020,73.73,-0.45%,2.49,1.26%,145.5,0.17%,"3,677.00",0.08%,20.62,1.88%,616.25,0.61%
23/12/2023,33670,37080,12980,14410,34960,,28120,155080,17730,14550,17650,25060,11070,,,,,,,,,,,,
24/12/2023,34230,37330,12980,14340,34780,,28420,155650,17720,13980,17270,24990,11120,,,,,,,,,,,,
25/12/2023,34590,37370,12950,14330,34060,,27820,154730,17740,13760,17470,24990,11020,73.79,0.08%,2.418,-2.89%,,,,,,,,
26/12/2023,34330,37320,12990,14370,35320,,28050,155270,17730,14110,17210,25060,11110,75.71,2.60%,2.419,0.04%,145.5,0.00%,"3,699.00",0.60%,20.53,-0.44%,636.25,3.25%
27/12/2023,34830,37760,13000,14420,34970,,28430,154460,17730,13760,17450,25220,11090,74.34,-1.81%,2.437,0.74%,146,0.34%,"3,700.00",0.03%,20.6,0.34%,623,-2.08%
28/12/2023,35720,37340,12900,14370,35550,,28420,154290,17600,13810,17470,25110,10970,71.97,-3.19%,2.377,-2.46%,145.45,-0.38%,"3,657.00",-1.16%,21.76,5.63%,631.5,1.36%
29/12/2023,37190,37880,12920,14370,36400,,28500,154220,17720,13830,17180,25130,11000,71.84,-0.18%,2.327,-2.10%,146.4,0.65%,"3,662.00",0.14%,20.58,-5.42%,628,-0.55%
30/12/2023,35500,37540,12970,14310,34780,,27900,156320,17690,13980,17610,25130,11030,,,,,,,,,,,,
31/12/2023,36790,38250,12940,14390,35130,,28440,153670,17640,13780,17050,24930,11000,,,,,,,,,,,,
01/01/2024,37020,37440,12910,14280,36290,,29270,154820,17720,13820,17420,25770,11020,71.97,0.18%,2.667,14.61%,,,,,,,,
02/01/2024,37300,38160,12960,14320,35040,,29130,154820,17770,13990,17510,24970,10940,70.62,-1.88%,2.386,-10.54%,127.75,-12.74%,"3,633.00",-0.79%,20.9,1.55%,606.75,-3.38%
03/01/2024,36850,37980,12960,14290,33370,,29220,155080,17720,13910,17400,25080,10990,72.89,3.21%,2.448,2.60%,128.5,0.59%,"3,651.00",0.50%,20.85,-0.24%,600.25,-1.07%
04/01/2024,37450,38570,12910,14280,32590,,29630,154820,17670,13830,17630,24840,10990,72.36,-0.73%,2.559,4.53%,130.9,1.87%,"3,684.00",0.90%,21.08,1.10%,613.5,2.21%
05/01/2024,38400,38520,12960,14320,30960,,29350,154820,17500,13800,17360,24690,10990,73.86,2.07%,2.621,2.42%,131.55,0.50%,"3,690.00",0.16%,21.11,0.14%,616,0.41%
06/01/2024,38180,38810,12970,14330,29930,,29300,154820,17650,13800,17440,24460,10950,,,,,,,,,,,,
07/01/2024,38200,38270,12970,14330,29860,,29330,154590,17600,13850,17300,24450,10950,,,,,,,,,,,,
08/01/2024,38240,38010,12970,14330,28020,,29150,154820,17600,13790,17400,24380,10950,70.92,-3.98%,2.598,-0.88%,132,0.34%,"3,680.00",-0.27%,21.74,2.98%,596.25,-3.21%
09/01/2024,39210,38270,12970,14330,28150,,29250,154560,17560,13810,17390,24310,10950,72.29,1.93%,2.697,3.81%,135.65,2.77%,"3,692.00",0.33%,21.7,-0.18%,610,2.31%
10/01/2024,38400,38860,12970,14330,26890,,29300,155070,17600,13850,17390,24250,11030,71.44,-1.18%,2.562,-5.01%,133.5,-1.58%,"3,712.00",0.54%,21.41,-1.34%,610.75,0.12%
11/01/2024,39810,39220,12970,14330,26030,,29110,154820,17560,13860,17390,24160,10950,72.09,0.91%,2.54,-0.86%,130.75,-2.06%,"3,740.00",0.75%,21.76,1.63%,603.75,-1.15%
12/01/2024,39760,39050,12920,14300,27290,,28990,154820,17560,14250,17560,24190,10990,72.79,0.97%,2.617,3.03%,130.85,0.08%,"3,780.00",1.07%,21.61,-0.69%,596,-1.28%
13/01/2024,39750,38810,12950,14330,27070,,28810,154820,17490,13890,17440,24130,10950,,,,,,,,,,,,
14/01/2024,40390,38230,13010,14350,27810,,28300,154820,17470,13930,17510,24180,10990,,,3.111,18.88%,,,,,,,,
15/01/2024,39870,38880,12960,14300,28440,,28440,155080,17450,14170,17420,24150,10990,72.79,0.00%,3.066,-1.45%,129.85,-0.76%,"3,750.00",-0.79%,,,,
16/01/2024,39790,38880,12890,14340,29330,,28380,155080,17420,14130,17820,24150,10990,72.52,-0.37%,2.477,-19.21%,129.5,-0.27%,"3,879.00",3.44%,22.52,4.21%,582,-2.35%
17/01/2024,40090,38020,12910,14350,29740,,28750,154820,17490,14120,17660,24170,10950,72.48,-0.06%,2.496,0.77%,129.5,0.00%,"3,855.00",-0.62%,22.35,-0.75%,582.5,0.09%
18/01/2024,39640,38830,13050,14390,32080,,28650,155490,17510,14380,17370,24300,10810,73.95,2.03%,2.413,-3.33%,128.9,-0.46%,"3,929.00",1.92%,23.04,3.09%,585.5,0.52%
19/01/2024,39890,38710,13070,14440,31860,35000,28060,154810,17580,14270,17260,24350,10820,73.25,-0.95%,2.252,-6.67%,128,-0.70%,"3,962.00",0.84%,23.57,2.30%,593.25,1.32%
20/01/2024,39090,38710,13290,14720,32560,35000,28240,155260,17500,14340,17440,25020,10910,,,,,,,,,,,,
21/01/2024,38560,38400,13290,14720,32270,25000,28890,155040,17470,14310,17440,24540,10950,,,,,,,,,,,,
22/01/2024,37930,38470,13030,14440,32550,35000,27870,153340,17550,14530,17020,24680,10850,74.76,2.06%,2.125,-5.64%,127.45,-0.43%,"3,928.00",-0.86%,23.5,-0.30%,596.5,0.55%
23/01/2024,37580,38380,13070,14450,33130,35000,27800,154190,17610,14440,17170,24500,10920,74.27,-0.66%,2.167,1.98%,127.3,-0.12%,"3,963.00",0.89%,23.75,1.06%,596.5,0.00%
24/01/2024,35990,38490,13090,14470,32620,35000,28070,154190,17590,14540,17200,24650,11060,74.98,0.96%,2.262,4.38%,127.2,-0.08%,"3,997.00",0.86%,24.46,2.99%,610.75,2.39%
25/01/2024,35010,38470,13120,14490,32710,39690,28320,153400,17590,14560,17170,24740,10850,77.19,2.95%,2.18,-3.63%,126.8,-0.31%,,,24.04,-1.72%,612.25,0.25%
26/01/2024,36110,38270,13120,14480,33120,35000,28290,153400,17590,14620,17200,24690,10850,77.86,0.87%,2.175,-0.23%,127.1,0.24%,"4,019.00",0.55%,23.77,-1.12%,600.25,-1.96%
27/01/2024,35560,37990,13120,14500,33740,35000,27990,153790,17590,14680,17210,24720,10920,,,,,,,,,,,,
28/01/2024,35360,38290,13120,14510,34020,35000,27850,153260,17660,14730,17300,24870,10850,,,,,,,,,,,,
29/01/2024,36190,38130,13130,14520,35410,35000,27910,153820,17660,14790,17440,24800,10810,76.67,-1.53%,2.054,-5.56%,116.4,-8.42%,"3,951.00",-1.69%,23.53,-1.01%,593.5,-1.12%
30/01/2024,34960,38410,13130,14520,35480,35000,28280,153820,17660,14800,17440,24880,10770,77.65,1.28%,2.104,2.43%,119.55,2.71%,"3,868.00",-2.10%,23.91,1.61%,605.5,2.02%
31/01/2024,34430,38070,13130,14520,36080,35000,28270,153820,17770,14800,17410,24850,10790,75.71,-2.50%,2.121,0.81%,116.5,-2.55%,"3,814.00",-1.40%,24.13,0.92%,595.25,-1.69%
01/02/2024,34370,37630,13120,14520,35250,30000,28330,152970,17760,14910,17630,24790,10650,73.79,-2.54%,2.064,-2.69%,116,-0.43%,,,23.56,-2.36%,601.5,1.05%
02/02/2024,33760,37650,13190,14460,36770,30000,28400,153260,17640,14670,17270,24710,10600,72.3,-2.02%,2.086,1.07%,116.75,0.65%,"3,788.00",-0.68%,23.89,1.40%,599.75,-0.29%
03/02/2024,34450,37170,13130,14560,37470,38620,28240,154130,17740,14640,17490,24760,10630,,,,,,,,,,,,
04/02/2024,33490,37510,13120,14530,37540,40990,28330,153260,17750,14830,17510,24730,10550,,,,,,,,,,,,
05/02/2024,33120,37970,13210,14520,37040,39240,28670,153900,17680,14750,17860,24680,10570,72.85,0.76%,2.074,-0.58%,119,1.93%,"3,822.00",0.90%,23.53,-1.51%,590.25,-1.58%
